Year,Year Code,Country Name,Country Code,"Age at first marriage, male [SP.DYN.SMAM.MA]","Age at first marriage, female [SP.DYN.SMAM.FE]","Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total) [SH.DTH.COMM.ZS]","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]",Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],Exclusive breastfeeding (% of children under 6 months) [SH.STA.BFED.ZS],"Immunization, BCG (% of one-year-old children) [SH.IMM.IBCG]","Immunization, measles (% of children ages 12-23 months) [SH.IMM.MEAS]","Immunization, DPT (% of children ages 12-23 months) [SH.IMM.IDPT]","Labor force, total [SL.TLF.TOTL.IN]","Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Net migration [SM.POP.NETM],"Number of surgical procedures (per 100,000 population) [SH.SGR.PROC.P5]",Number of people who are undernourished [SN.ITK.DEFC],"Physicians (per 1,000 people) [SH.MED.PHYS.ZS]","Population, total [SP.POP.TOTL]","Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age) [SH.ALC.PCAP.LI]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]",Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Domestic general government health expenditure (% of general government expenditure) [SH.XPD.GHED.GE.ZS],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Immunization, HepB3 (% of one-year-old children) [SH.IMM.HEPB]","Immunization, Hib3 (% of children ages 12-23 months) [SH.IMM.HIB3]","Immunization, Pol3 (% of one-year-old children) [SH.IMM.POL3]",Low-birthweight babies (% of births) [SH.STA.BRTW.ZS],"Malnutrition prevalence, weight for age (% of children under 5) [SH.STA.MALN.ZS]",Maternal leave benefits (% of wages paid in covered period) [SH.MMR.WAGE.ZS],"Mortality caused by road traffic injury (per 100,000 people) [SH.STA.TRAF.P5]","Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%) [SH.DYN.NCOM.ZS]","Mortality rate attributed to household and ambient air pollution (per 100,000 population) [SH.STA.AIRP.P5]","Mortality rate attributed to unintentional poisoning (per 100,000 population) [SH.STA.POIS.P5]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]","Mortality rate, adult, male (per 1,000 male adults) [SP.DYN.AMRT.MA]","Mortality rate, adult, female (per 1,000 female adults) [SP.DYN.AMRT.FE]","Mortality rate, infant, female (per 1,000 live births) [SP.DYN.IMRT.FE.IN]","Mortality rate, infant, male (per 1,000 live births) [SP.DYN.IMRT.MA.IN]",Number of infant deaths [SH.DTH.IMRT],Number of maternal deaths [SH.MMR.DTHS],Number of neonatal deaths [SH.DTH.NMRT],Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP1.TO],Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure [SH.UHC.NOP2.TO],Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure [SH.UHC.OOPC.25.TO],Number of under-five deaths [SH.DTH.MORT],"Nurses and midwives (per 1,000 people) [SH.MED.NUMW.P3]",Out-of-pocket expenditure per capita (current US$) [SH.XPD.OOPC.PC.CD],People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],People using safely managed drinking water services (% of population) [SH.H2O.SMDW.ZS],People with basic handwashing facilities including soap and water (% of population) [SH.STA.HYGN.ZS],Population ages 0-14 (% of total population) [SP.POP.0014.TO.ZS],Population ages 15-64 (% of total population) [SP.POP.1564.TO.ZS],Population ages 65 and above (% of total population) [SP.POP.65UP.TO.ZS],"Prevalence of HIV, total (% of population ages 15-49) [SH.DYN.AIDS.ZS]",Prevalence of overweight (% of adults) [SH.STA.OWAD.ZS],Prevalence of overweight (% of children under 5) [SH.STA.OWGH.ZS],Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Probability of dying at age 5-14 years (per 1,000 children age 5) [SH.DYN.0514]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],"School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, tertiary (% gross) [SE.TER.ENRR]",Sex ratio at birth (male births per female births) [SP.POP.BRTH.MF],"Smoking prevalence, males (% of adults) [SH.PRV.SMOK.MA]","Smoking prevalence, females (% of adults) [SH.PRV.SMOK.FE]","Specialist surgical workforce (per 100,000 population) [SH.MED.SAOP.P5]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],"Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Unmet need for contraception (% of married women ages 15-49) [SP.UWT.TFRT],Urban population growth (annual %) [SP.URB.GROW],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Vitamin A supplementation coverage rate (% of children ages 6-59 months) [SN.ITK.VITA.ZS],Wanted fertility rate (births per woman) [SP.DYN.WFRT]
2012,YR2012,Tajikistan,TJK,24.3,21.9,..,..,5.542,..,32.6,97,94,94,2169813,71.773,67.131,69.34,..,35.3,-136974,..,..,2.877,7874835,..,..,11.63599968,73.455,26.545,5.98185882,32.109,60.8,6.551374495,3.608,94,94,96,5.6851621,13.3,..,..,33.3,..,..,..,..,167.554,109.011,..,..,8781,52,4673,..,..,..,10039,4.3959,36.51176071,73.44818024,94.78085079,46.69177215,72.46159,35.54375425,61.33772962,3.118516134,0.2,42.5,6.7,..,..,4.01803,..,98.11614,..,22.69923,1.065,..,..,..,83,10,22.9,2.367970711,2.24487123,90,3.3
2012,YR2012,Tanzania,TZA,..,..,..,..,8.305,..,..,99,97,92,22146911,62.482,58.453,60.47,78.10059,45,-250435,..,16100000,0.0315,47052481,..,..,3.193000078,70.507,29.493,5.018007755,39.262,..,6.028592214,5.287,92,92,90,10.730828,..,..,..,..,..,..,..,..,325.894,248.24,..,..,81990,11000,44679,..,..,..,118755,0.4421,10.00821304,47.4391274,22.31918795,..,47.14829,44.87752436,52.60850576,2.513969876,4.9,25.1,..,32.9,..,..,0.97331,87.50078,..,3.96553,1.03,29.2,3.7,..,90,67,..,5.359586318,1.99399799,95,..
2012,YR2012,Thailand,THA,..,..,..,..,7.241,..,12.3,99,98,99,40105864,78.64,71.446,74.992,..,10.4,167314,..,5700000,..,67835957,..,..,0.579999983,54.555,45.445,3.522940725,11.351,..,14.39316273,1.538,98,..,99,10.770332,9.2,..,..,..,..,..,..,..,211.034,97.668,..,..,8059,300,5147,..,..,..,9410,..,27.70816231,98.44902375,96.69097625,..,..,18.75185466,71.7453303,9.502815041,1.4,28.6,10.9,8.4,..,4.53671,..,..,76.52904,50.67901,1.062,40.8,2.1,..,81,14,6.9,2.126657643,-0.890721983,..,..
2012,YR2012,Timor-Leste,TLS,..,..,..,..,6.332,..,..,86,73,83,432266,69.489,66.032,67.72,..,48.2,-28030,..,300000,..,1132994,..,..,3.776000023,71.572,28.428,1.216293871,29.606,..,3.206405044,4.497,83,..,83,..,..,..,..,..,..,..,..,..,180.679,133.851,..,..,1603,62,789,..,..,..,1907,..,6.656523228,68.04976694,48.02931152,..,..,41.21972402,54.55236303,4.227912946,..,19,..,26.7,..,1.24775,..,90.89463,45.19743,..,1.05,82.7,7,..,89,78,..,3.002195063,1.280443434,42,..
2012,YR2012,Togo,TGO,..,..,..,..,9.514,..,..,97,72,84,3049851,59.365,57.936,58.661,..,55.6,-9994,..,1300000,..,6773807,..,..,2.052000046,61.454,38.546,6.14082627,36.125,..,6.109067425,4.727,84,84,84,16.349663,16.5,..,..,..,..,..,..,..,298.075,266.019,..,..,13418,1000,6775,..,..,..,20155,..,19.97257805,59.55514555,14.07754035,..,10.03743,42.66335233,54.56984394,2.766803729,2.7,25.8,1.7,19.2,..,4.7192,..,..,..,10.63612,1.018,14.7,1.2,..,86,9.9,..,4.003307444,1.827920913,64,..
2012,YR2012,Tonga,TON,25.5,23.8,..,..,7.225,..,52.2,84,81,77,38957,72.202,68.285,70.242,..,15,-12992,..,..,..,102737,..,..,1.156000018,76.565,23.435,5.064842477,26.606,..,8.060065657,3.815,77,77,79,..,1.9,..,..,..,..,..,..,..,172.798,105.129,..,..,41,2,20,..,..,..,48,..,24.38355446,99.62225147,92.52158636,..,..,37.02852916,57.17025025,5.801220592,..,76.7,17.3,..,..,..,..,95.84091,86.01662,..,1.05,46.9,12.6,..,100,1,25.2,-0.835509679,-0.788886297,..,..
2012,YR2012,Trinidad and Tobago,TTO,..,..,..,..,7.866,..,..,..,85,92,662774,75.158,69.686,72.382,..,19.7,-3999,..,100000,..,1344817,..,..,3.453000069,46.329,53.671,4.876051843,14.858,..,7.65985474,1.799,92,92,91,12.535127,..,..,..,..,..,..,..,..,218.929,126.029,..,..,393,14,283,..,..,..,442,..,418.5233459,97.21103512,93.13671626,..,..,20.67289353,70.51729638,8.809810093,..,43.1,..,7.5,..,..,..,..,..,..,1.038,..,..,..,63,1.7,..,0.337515118,1.001239942,..,..
2012,YR2012,Tunisia,TUN,..,28.5,..,..,6.274,..,8.5,99,96,97,3962510,77.578,73.277,75.376,80.21875,15.2,-150000,..,500000,..,10847002,..,..,17.62999916,32.782,67.218,6.606329232,18.763,48.4,12.63853163,2.216,97,97,97,7.5378408,2.3,..,..,..,..,..,..,..,117.599,74.037,..,..,3058,94,2375,..,..,..,3527,..,112.0113983,93.99875761,87.89912354,91.21784921,86.12694,23.33489936,69.17368504,7.4914156,0.1,59.1,14.3,4.5,..,6.25037,0.977,97.47715,..,35.87718,1.066,63.3,1.7,..,89,1.5,7,1.391283508,0.123365368,..,..
2012,YR2012,Turkey,TUR,..,..,..,..,5.547,..,..,96,96,97,26780195,78.541,72.181,75.373,94.91975,13.1,1763078,..,..,1.7384,74653016,..,..,8.149000168,28.026,71.974,4.477877915,17.402,..,10.29340476,2.126,97,97,97,11.568962,..,..,..,..,..,..,..,..,147.18,75.729,..,..,16976,280,11213,..,..,..,19730,2.5234,83.61236572,98.34251659,94.47567385,..,..,26.37682524,66.18871134,7.434463413,..,64.4,..,2.5,..,..,0.98817,92.722,81.2314,..,1.05,44.8,15.2,..,88,1.2,..,2.430864793,-0.387457066,..,..
2012,YR2012,Turkmenistan,TKM,..,..,..,..,7.167,..,..,99,99,97,2371490,70.652,63.734,67.167,..,47.3,-50002,..,300000,2.2375,5267900,..,..,4.012000084,50.825,49.175,4.77595143,26.412,..,8.705492318,2.936,98,97,98,5.0092688,..,..,..,..,..,..,..,..,252.256,135.862,..,..,6461,13,3338,..,..,..,7549,4.4963,217.7011261,96.09415418,96.5419442,86.54488688,92.38931,29.4867974,66.45631086,4.056891741,..,48.9,..,4.9,..,3.04925,..,..,..,..,1.046,..,..,..,84,12,..,2.51122448,1.110645137,..,..
2012,YR2012,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34066,..,..,..,8.91,91.09,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.2,86.975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,1.9,..,2.509390479,-2.601772773,..,..
2012,YR2012,Tuvalu,TUV,..,..,..,..,..,..,..,99,98,97,..,..,..,..,..,24.7,..,..,..,..,10739,..,..,..,43.185,56.815,15.32846689,..,..,16.72413796,..,97,97,97,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,5,..,..,..,8,..,4.051469803,98.95451997,83.99771841,..,..,..,..,..,..,79.9,..,..,..,..,..,..,..,..,..,..,..,..,70,17,..,2.77541703,-1.306648129,..,..
2012,YR2012,Uganda,UGA,..,..,..,..,8.605,..,..,95,80,83,12606240,60.683,57.224,59.017,70.19822,44.6,-299994,..,11700000,0.0975,34559168,..,..,3.551000118,79.576,20.424,7.866661251,43.248,..,8.016988635,5.845,83,83,79,..,11.9,..,..,..,..,..,..,..,368.481,284.092,..,..,65963,6200,35875,..,..,..,98087,1.1811,22.61343765,42.03276613,18.31247334,6.453583025,7.37314,48.73476447,49.38864895,1.876586576,6.6,20.4,5.8,32.3,..,2.48314,0.95213,..,..,3.91012,1.03,19.1,3.8,0.95,77,18,..,5.790809357,2.522837497,70,..
2012,YR2012,Ukraine,UKR,26.4,23,..,..,14.5,..,19.7,95,79,76,21413083,76.02,66.11,70.94414634,99.97435,9.1,132154,..,..,3.491,45593300,..,..,7.528999805,31.218,68.782,7.11665526,11.4,69.3,7.637892663,1.531,46,83,72,5.3511949,..,..,..,12.5,..,..,..,..,295.545,112.032,..,..,4509,120,3108,..,..,..,5243,7.5132,121.2131195,94.16476316,95.9428218,89.75950152,..,14.55862024,69.81607877,15.62530099,0.9,56.8,..,2.5,..,6.69233,1.00026,93.20535,84.48572,81.71402,1.066,50.5,14,100.03,71,16,4.9,-0.111796598,-0.544564398,..,..
2012,YR2012,United Arab Emirates,ARE,..,..,..,..,1.369,..,..,94,96,96,6576816,78.143,76.022,76.711,..,7,270000,..,400000,1.4767,9141596,..,..,2.509000063,15.251,84.749,3.425204381,11.377,..,8.526714146,1.708,96,96,96,12.743624,..,..,..,..,..,..,..,..,84.187,59.199,..,..,682,4,432,..,..,..,788,3.0099,241.2984009,95.86842143,98.56544306,..,..,13.58200472,85.61541114,0.802584144,..,65.4,..,5,..,..,..,86.53352,..,..,1.045,36.1,1.4,..,76,0.67,..,2.539561699,0.039170336,..,..
2012,YR2012,United Kingdom,GBR,..,..,..,..,8.9,..,..,..,92,95,32584504,82.8,79.1,80.90487805,..,4.1,1300231,..,..,2.6667,63700215,..,..,7.885000229,18.163,81.837,8.285918087,12.8,..,15.31051546,1.92,..,95,95,6.9366794,..,..,..,..,..,..,..,..,83.932,54.362,..,..,3270,67,2310,..,..,..,3828,8.315,339.3425293,99.99999848,99.11601772,99.98327626,..,17.55251335,65.34134542,17.10614123,..,61.7,..,2.5,..,..,..,98.35876,90.8005,59.40212,1.051,27.7,23.4,..,80,0.51,..,1.02214552,-0.763971414,..,..
2012,YR2012,United States,USA,..,..,..,..,8.102,..,25.5,..,91,94,158636184,81.2,76.4,78.74146341,..,6,4961716,..,..,2.4985,313830990,..,..,8.069000244,18.881,81.119,16.37153327,12.6,..,19.65465397,1.8805,90,93,93,8.0653591,0.5,..,..,..,..,..,..,..,131.335,77.707,..,..,24185,620,16036,..,..,..,28430,..,1017.42865,99.24291509,99.9690185,98.97557172,..,19.82316994,66.61539804,13.56143203,0.4,65.8,6,2.5,..,..,..,92.79303,89.29903,93.17549,1.048,26.8,21.1,..,84,0.17,..,0.9432346,-0.195320249,..,..
2012,YR2012,Uruguay,URY,..,..,..,..,9.376,..,..,99,96,95,1730349,80.632,73.172,77.004,98.39594,8.5,-30000,..,..,..,3378974,..,..,6.451000214,5.261,94.739,8.764129877,14.263,..,18.46371591,2.006,95,95,95,7.9090581,..,..,..,10,..,..,..,..,139.707,78.368,..,..,410,8,241,..,..,..,479,..,244.2299805,98.72521515,95.60709522,..,..,21.68154544,64.11997721,14.19847735,0.5,60.8,..,2.5,..,..,1.00681,99.24681,74.70228,..,1.05,26.1,18.9,..,78,1.3,..,0.431705661,-2.087549296,..,..
2012,YR2012,Uzbekistan,UZB,..,..,..,..,4.9,..,..,99,99,99,13571417,72.685,67.665,70.155,..,28.1,-66469,..,2200000,2.4451,29774500,..,..,4.869999886,48.95,51.05,6.059665978,21,..,9.835781157,2.193,99,99,99,5.3491454,..,..,..,20.2,..,..,..,..,184.873,110.608,..,..,18733,220,11680,..,..,..,21180,11.3964,50.80432892,96.79867095,99.5975111,58.68501508,..,28.6385946,67.10747002,4.253935384,0.2,45.5,..,7.4,..,..,..,91.43744,88.29952,8.03884,1.062,25.9,1.4,43.58,84,7.2,..,1.276404231,1.676600054,99,..
2012,YR2012,Vanuatu,VUT,..,..,..,..,5.527,..,..,92,79,82,106959,71.078,67.913,69.421,..,24.8,1785,..,100000,0.1844,249499,..,..,4.640999794,75.339,24.661,3.765137121,31.794,..,9.404870123,4.019,79,64,77,10.976822,..,..,..,..,..,..,..,..,163.74,112.667,..,..,195,7,103,..,..,..,231,1.8397,9.526575089,87.89008302,44.38038777,42.50181904,..,38.4490519,57.75293689,3.798011214,..,54.3,..,6.3,..,..,..,..,..,..,1.07,39.2,3.2,..,91,7.7,..,3.188659192,2.649572149,..,..
2012,YR2012,"Venezuela, RB",VEN,..,..,..,..,5.822,..,..,96,87,81,13092390,76.991,69.321,73.037,..,14.8,-431040,..,1400000,..,29362449,..,..,6.600999832,11.877,88.123,6.448143721,20.137,..,6.592805684,2.417,81,81,73,8.5545321,..,..,..,..,..,..,..,..,199.363,92.892,..,..,8667,680,6362,..,..,..,10101,..,239.1039429,95.99698909,93.93501902,..,..,29.32718505,64.81353376,5.859281191,..,61.8,..,4.8,..,..,..,92.49758,74.79369,..,1.05,..,..,..,82,2.5,..,1.644779567,1.50153418,..,..
2012,YR2012,Vietnam,VNM,..,..,..,..,5.93,..,..,98,96,97,53347074,79.027,70.845,74.958,..,18,-399999,..,11100000,0.8209,89802487,..,..,1.675999999,68.248,31.752,6.278409809,17.331,..,8.933474869,1.962,97,97,97,8.3625727,16.2,..,..,..,..,..,..,..,189.079,68.638,..,..,27866,720,17946,..,..,..,34675,1.4524,44.10532761,90.25871046,74.67936457,..,85.48023,23.13229785,70.39034107,6.477361076,0.4,15.9,4.8,12.2,..,5.53329,..,98.05641,..,25.18673,1.125,47,1.2,..,91,17,..,3.181168445,0.062218723,98,..
2012,YR2012,Virgin Islands (U.S.),VIR,..,..,..,..,6.7,..,..,..,..,..,53707,82.1,75.4,78.66829268,..,..,-4501,..,..,..,108191,..,..,10.03499985,5.081,94.919,..,13.1,..,..,2.05,..,..,..,..,..,..,..,..,..,..,..,..,80.131,45.503,..,..,..,..,..,..,..,..,..,..,..,98.71828913,99.26223455,..,..,20.54124737,64.3887278,15.07002483,..,..,..,..,..,..,..,..,..,..,1.06,..,..,..,..,..,..,0.073059186,-3.151558947,..,..
2012,YR2012,West Bank and Gaza,PSE,..,..,..,..,3.505,..,..,..,..,..,962633,74.817,71.35,73.041,95.90622,19.3,-157065,..,..,..,3979998,..,..,19.20199966,25.381,74.619,..,32.921,..,..,4.272,..,..,..,8.4605389,..,..,..,..,..,..,..,..,138.322,99.719,..,..,2665,55,1703,..,..,..,3116,..,..,95.06182589,95.35995487,..,..,41.26719026,55.86856574,2.864243996,..,..,..,..,..,5.13268,0.99881,91.72588,81.75054,48.46722,1.05,..,..,..,..,0.1,..,2.787154006,1.534336528,..,..
2012,YR2012,World,WLD,..,..,..,..,7.717460051,..,..,89.76751233,84.47095976,84.61648522,3218194184,73.48230847,69.02211023,71.17172374,84.72603,34.5,0,..,807600000,..,7086250251,..,..,5.774086013,47.44517716,52.55482284,9.397778251,19.48631509,..,..,2.489384884,81.9939589,..,84.17874095,14.95678301,15.5,..,..,..,..,..,..,..,181.9529229,119.1453654,..,..,4747024,326000,2888009,..,..,..,6437832,..,183.2697572,87.36353105,68.40591018,67.74304938,..,26.69490449,65.52441489,7.780680626,0.7,36.7,5.3,11.3,..,4.35106,0.95817,89.00668,63.79482,32.71966,1.071638636,36.61846106,7.345468606,..,86,19,..,2.060714723,0.231800412,..,..
2012,YR2012,"Yemen, Rep.",YEM,..,..,..,..,6.03,..,..,64,63,67,5408994,67.617,64.274,65.92,..,42.9,-75010,..,6500000,..,24473178,..,..,13.24800014,67.042,32.958,5.195936188,33.68,..,3.42733711,4.439,67,67,68,..,..,..,..,..,..,..,..,..,251.789,205.85,..,..,34927,1500,22179,..,..,..,44389,..,52.86927032,57.722461,55.19283097,..,48.49541,41.77781079,55.50322071,2.718968497,0.1,45.4,..,26.2,..,..,..,84.69055,42.33233,..,1.05,29.9,9,..,88,4.6,..,4.576068942,1.875230589,11,..
2012,YR2012,Zambia,ZMB,..,..,..,..,8.637,..,..,92,82,78,5786679,60.708,56.22,58.502,..,49.6,-50000,..,7000000,0.1658,14465121,..,..,7.849999905,59.646,40.354,3.930529207,40.002,..,6.029212847,5.233,78,78,70,11.897991,..,..,..,..,..,..,..,..,363.124,282.884,..,..,28363,1600,14773,..,..,..,41979,..,11.88360214,56.98538502,25.61115715,..,13.24551,46.95788153,50.96493296,2.077185511,12.7,25.6,..,47.7,..,..,..,89.20566,..,4.11603,1.031,26.1,3.6,1.08,85,32,..,4.357067332,2.263000702,..,..
2012,YR2012,Zimbabwe,ZWE,..,..,..,..,11.167,..,..,98,97,95,6285165,56.578,53.24,55.032,..,45.7,-622997,..,6200000,0.0807,13115131,..,..,5.381000042,67.166,32.834,6.479788572,36.292,..,9.796439856,4.058,97,97,95,12.792918,..,..,..,530,..,..,..,..,448.303,398.581,..,..,21556,2500,12610,..,..,..,32397,1.1846,23.29133797,66.48726269,39.64318458,..,30.83134,41.99939002,55.01282105,2.987788931,14.7,36.6,..,42,..,6.07021,..,94.17241,47.8753,6.85414,1.02,31.3,1.9,..,81,12,..,1.148264221,1.96784244,61,..
2013,YR2013,Afghanistan,AFG,..,..,..,..,7.38,..,..,72,57,64,8307325,63.999,61.133,62.525,..,57.3,..,..,7900000,0.2846,32269589,..,..,11.5340004,75.627,24.373,8.8059403,36.67,..,1.775069535,5.359,64,64,62,..,24.6,..,15.5,..,..,..,..,..,257.135,215.307,..,..,67154,9600,51219,..,..,..,90103,0.2495,40.32342148,56.16964508,38.05583198,..,37.96068,46.38667074,51.1931218,2.420207459,0.1,21.1,5.3,25,..,3.45446,..,..,46.1909,..,1.06,..,..,..,88,43,..,4.37235476,3.213337315,97,..
2013,YR2013,Albania,ALB,..,..,..,..,7.096,..,..,99,99,99,1213692,79.934,75.364,77.554,..,9.5,..,1900,200000,1.2773,2895092,..,..,15.86600018,44.613,55.387,..,12.257,..,14.7831738,1.69,99,99,99,4.6146135,..,65,15.1,..,..,..,..,..,103.981,52.505,..,..,338,6,210,..,..,..,380,4.2892,..,89.46108788,97.3125483,67.89333927,..,19.85625682,68.37295397,11.77078921,..,55.5,..,5.8,..,3.5393,..,91.90565,84.39599,64.63443,1.097,52.3,7.8,11.63,88,0.29,..,1.74363937,-2.524864649,..,..
2013,YR2013,Algeria,DZA,..,..,..,..,4.699,..,25.4,99,95,95,12002172,76.863,74.502,75.661,..,22.1,..,..,1700000,..,38140132,..,..,9.819999695,30.424,69.576,6.035762653,25.451,41.7,11.85091436,2.99,95,95,95,7.2708592,..,100,23.8,..,..,..,..,..,110.382,87.096,..,..,21138,1100,15510,..,..,..,24347,..,91.01617432,93.05519235,87.15745353,..,83.36414,27.91685336,66.44641223,5.636734408,0.1,59.8,..,4.5,..,..,..,..,..,33.89099,1.05,29.6,1,12.13,91,7.4,7,2.957307784,-0.146629442,..,..
2013,YR2013,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55713,..,..,..,12.652,87.348,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.46443465,59.06704178,12.53609552,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.57,..,0,0.654713412,..,..
2013,YR2013,Andorra,AND,..,..,..,..,..,..,..,..,95,96,..,..,..,..,..,3.4,..,..,..,..,80774,..,..,..,11.463,88.537,10.11211351,..,..,13.43714446,..,94,96,96,7.4538174,..,..,7.6,..,..,..,..,..,..,..,..,..,2,..,1,..,..,..,3,..,1777.687134,100,100,90.64,..,..,..,..,..,63.1,..,..,..,2.43807,..,..,..,..,..,38.8,29.1,..,60,0.58,..,-2.131905244,-1.202376268,..,..
2013,YR2013,Angola,AGO,..,..,..,..,9.921,..,..,71,59,54,10646623,60.841,55.447,58.054,..,63.6,..,..,8100000,..,26015780,..,..,7.400000095,37.998,62.002,2.732827701,43.847,..,4.575404897,5.953,54,54,48,15.596671,..,100,26.9,..,..,..,..,..,285.989,212.458,..,..,71093,3100,37355,..,..,..,107779,..,30.67959785,52.7573469,44.85479328,..,24.30969,47.20542505,50.47179249,2.322782468,1.9,25.5,..,31.2,..,..,..,..,..,8.83833,1.03,..,..,..,23,55,..,4.742847942,1.638687417,48,..
2013,YR2013,Antigua and Barbuda,ATG,..,..,..,..,6.151,..,..,..,96,99,..,77.466,74.904,76.218,..,6.3,..,..,..,..,91516,..,..,..,74.65,25.35,5.417091027,16.152,..,13.13129216,1.998,99,99,98,9.084959,..,..,6.7,..,..,..,..,..,156.198,109.605,..,..,9,1,6,..,..,..,12,4.6011,178.0749054,96.73918628,87.50428238,..,..,23.25932077,68.95624809,7.784431138,..,46.3,..,..,..,..,..,..,..,..,1.03,..,..,..,67,1.4,..,0.522939152,1.453788284,..,..
2013,YR2013,Arab World,ARB,..,..,..,..,5.57131093,..,..,91.53077857,85.44937469,86.17578279,124393871,72.79686395,69.14952696,70.88225374,73.94749,29.35985928,..,..,36200000,..,379705719,..,..,10.57413099,42.59906129,57.40093871,4.243565168,27.21144472,..,..,3.430463779,87.0242305,81.76362482,86.59661132,..,..,..,20.28130509,..,..,..,..,..,165.9466546,118.1428826,..,..,299312,16000,190313,..,..,..,395304,..,103.5484478,86.65475085,81.20625873,..,..,33.23987587,62.55592646,4.204197671,0.123374823,59.87477229,..,10.83226921,..,..,0.93461,83.3921,61.08331,27.43039,1.052754258,37.77609093,2.352530644,..,..,..,..,2.765734986,1.503787939,..,..
2013,YR2013,Argentina,ARG,..,..,..,..,7.665,..,..,99,94,94,18931350,79.124,72.306,75.756,99.12195,11.3,..,..,1500000,3.9385,42202935,..,..,7.099999905,8.751,91.249,8.371347189,17.831,..,16.54280722,2.322,94,94,90,7.1495776,..,100,13.6,32.4,..,..,..,..,155.775,83.995,..,..,8462,330,5469,..,..,..,9473,4.2463,174.9379272,98.93041181,94.16755707,..,..,25.50996622,63.98269221,10.50734157,0.4,61.2,..,3.5,..,5.43661,1.00088,99.11341,87.09754,78.2239,1.04,30.2,18.9,..,51,1.6,..,1.25948243,-0.332978803,..,..
2013,YR2013,Armenia,ARM,..,..,..,..,9.774,..,..,99,97,95,1360350,77.172,70.639,74.056,..,14.2,..,..,100000,2.9031,2897584,..,..,16.17900085,36.836,63.164,10.3234455,15.125,..,5.780885369,1.728,95,95,96,8.2275124,..,100,18.3,..,..,..,..,..,179.629,77.145,..,..,624,11,366,..,..,..,698,5.2009,328.8428955,99.26163137,92.20847976,72.39099803,87.2895,19.66508006,69.52199554,10.8129244,0.2,52.8,..,4.4,..,2.65018,..,95.00256,..,45.73739,1.133,54.3,1.7,..,81,3.6,..,0.341742583,0.668456148,..,..
